"nacionality","sex","age","sport","medal"
"COL","M",25,"archery","F"
"COL","M",23,"football","F"
"COL","M",23,"football","F"
"ECU","M",26,"wrestling","F"
"COL","M",28,"athletics","F"
"URU","M",30,"athletics","F"
"BRA","F",21,"football","F"
"BRA","F",24,"football","F"
"BRA","F",26,"athletics","F"
"KEN","M",33,"rugby sevens","F"
"AUS","M",32,"basketball","F"
"GBR","M",25,"athletics","F"
"USA","M",24,"rowing","F"
"AUS","M",29,"hockey","F"
"MLT","M",24,"aquatics","F"
"USA","M",29,"rugby sevens","F"
"USA","M",25,"athletics","F"
"BRN","M",25,"athletics","F"
"ZIM","M",27,"rowing","F"
"TTO","M",27,"sailing","F"
"GBR","M",24,"athletics","F"
"JAM","M",28,"athletics","F"
"GBR","M",37,"rowing","T"
"USA","M",30,"wrestling","F"
"TAN","M",21,"judo","F"
"GBR","M",30,"athletics","F"
"GBR","M",26,"aquatics","F"
"CAN","M",28,"triathlon","F"
"CRC","M",30,"cycling","F"
"RUS","M",33,"volleyball","F"
"CRC","M",23,"cycling","F"
"RUS","M",29,"aquatics","F"
"RUS","M",24,"canoe","F"
"RUS","M",25,"tennis","F"
"BLR","M",30,"gymnastics","F"
"RUS","M",46,"equestrian","F"
"UZB","M",30,"athletics","F"
"KAZ","M",21,"canoe","F"
"RUS","M",20,"gymnastics","F"
"KAZ","M",30,"cycling","F"
"CYP","F",32,"shooting","F"
"UKR","M",24,"aquatics","F"
"UKR","M",30,"cycling","F"
"UKR","M",25,"gymnastics","F"
"SRB","M",29,"aquatics","T"
"SRB","M",21,"rowing","F"
"SEY","M",23,"boxing","F"
"LTU","M",25,"athletics","F"
"LTU","M",19,"aquatics","F"
"UKR","M",26,"modern pentathlon","F"
"UKR","M",33,"cycling","F"
"UKR","M",26,"wrestling","F"
"UKR","M",28,"athletics","F"
"UKR","M",28,"fencing","F"
"CRO","M",30,"aquatics","T"
"GBR","M",29,"tennis","T"
"NGR","M",29,"basketball","F"
"CUB","M",27,"table tennis","F"
"BRA","F",22,"archery","F"
"ESP","F",26,"cycling","F"
"RSA","F",21,"athletics","F"
"DEN","F",26,"sailing","F"
"CZE","F",21,"athletics","F"
"UKR","F",26,"fencing","F"
"ARG","M",21,"football","F"
"CUB","M",29,"rowing","F"
"BUL","M",19,"canoe","F"
"ESP","M",24,"rugby sevens","F"
"USA","F",30,"basketball","T"
"VEN","M",27,"cycling","F"
"BOL","F",23,"athletics","F"
"COL","F",23,"football","F"
"GBR","F",30,"canoe","F"
"NED","F",23,"handball","F"
"NZL","F",25,"athletics","F"
"ECU","F",20,"athletics","F"
"CAN","F",36,"athletics","F"
"ESP","F",31,"rugby sevens","F"
"SWE","F",23,"athletics","F"
"USA","F",26,"judo","F"
"SUI","F",19,"athletics","F"
"SWE","F",27,"weightlifting","F"
"SWE","F",30,"handball","F"
"POL","F",28,"athletics","F"
"BUR","F",23,"aquatics","F"
"UKR","F",25,"gymnastics","F"
"RUS","F",16,"gymnastics","T"
"GER","F",28,"tennis","T"
"GRE","M",25,"aquatics","F"
"COL","F",27,"athletics","F"
"VEN","F",35,"cycling","F"
"GBR","M",24,"rowing","F"
"CAN","F",23,"athletics","F"
"NED","F",30,"judo","T"
"GER","F",26,"sailing","F"
"IND","F",23,"athletics","F"
"IND","M",29,"golf","F"
"FIJ","M",23,"football","F"
"BEL","F",25,"cycling","F"
"ALG","F",25,"fencing","F"
"USA","F",20,"aquatics","F"
"ISL","F",20,"athletics","F"
"HUN","F",27,"athletics","T"
"NZL","F",29,"hockey","F"
"POL","F",31,"athletics","T"
"RUS","M",29,"wrestling","T"
"HAI","F",18,"taekwondo","F"
"SRB","F",16,"aquatics","F"
"SLO","F",28,"aquatics","F"
"GER","F",31,"football","T"
"GER","F",30,"athletics","F"
"ROT","F",23,"athletics","F"
"JPN","F",20,"athletics","F"
"MGL","F",19,"weightlifting","F"
"IND","M",24,"athletics","F"
"BEL","F",29,"cycling","F"
"ESP","F",24,"rowing","F"
"ESP","F",30,"basketball","T"
"ITA","F",20,"volleyball","F"
"POL","F",26,"aquatics","F"
"DEN","F",19,"athletics","F"
"ESP","F",23,"aquatics","F"
"AUS","F",24,"hockey","F"
"NZL","F",26,"football","F"
"HUN","F",23,"aquatics","F"
"RUS","F",28,"aquatics","T"
"GER","F",27,"athletics","F"
"HUN","F",22,"aquatics","F"
"ITA","F",36,"athletics","F"
"POL","F",26,"athletics","F"
"SWE","F",29,"wrestling","T"
"RUS","F",23,"aquatics","T"
"SVK","F",22,"tennis","F"
"DEN","F",27,"equestrian","F"
"POL","F",26,"athletics","F"
"GER","F",21,"cycling","F"
"GRE","F",20,"shooting","T"
"UKR","F",28,"athletics","F"
"SWE","F",36,"boxing","F"
"UKR","F",25,"athletics","F"
"POL","F",23,"modern pentathlon","F"
"RUS","F",26,"volleyball","F"
"SWE","F",32,"rowing","F"
"ITA","F",28,"triathlon","F"
"EST","F",20,"sailing","F"
"HUN","F",21,"fencing","F"
"AUS","F",33,"cycling","T"
"SWE","F",29,"golf","F"
"GRE","F",21,"aquatics","F"
"POL","F",24,"cycling","F"
"FRA","F",23,"aquatics","F"
"RUS","F",32,"handball","T"
"RUS","F",26,"handball","T"
"HUN","F",20,"aquatics","F"
"RUS","F",29,"aquatics","T"
"UKR","F",27,"athletics","F"
"RUS","F",27,"aquatics","T"
"UKR","F",25,"aquatics","F"
"RUS","F",21,"handball","T"
"POL","F",26,"rowing","F"
"NED","F",26,"cycling","T"
"GER","F",31,"tennis","F"
"AUT","F",19,"aquatics","F"
"CMR","F",31,"wrestling","F"
"NZL","F",25,"football","F"
"IRL","F",26,"sailing","T"
"DEN","F",24,"rowing","T"
"NED","F",25,"volleyball","F"
"SAM","F",35,"canoe","F"
"GER","F",33,"triathlon","F"
"DEN","F",29,"athletics","F"
"DEN","F",33,"rowing","F"
"GER","F",22,"hockey","T"
"NED","F",25,"cycling","F"
"BEL","F",26,"athletics","F"
"FIN","F",38,"athletics","F"
"DEN","F",25,"sailing","T"
"JAM","F",30,"athletics","T"
"GER","F",32,"rowing","T"
"AUS","F",24,"athletics","F"
"NED","F",26,"sailing","F"
"NED","F",25,"sailing","F"
"NED","F",34,"cycling","F"
"NED","F",23,"sailing","F"
"AUS","F",25,"cycling","F"
"FIN","F",28,"weightlifting","F"
"USA","F",26,"sailing","F"
"GER","F",22,"tennis","F"
"GER","F",25,"sailing","F"
"GER","F",24,"aquatics","F"
"DEN","F",32,"cycling","F"
"GER","F",25,"athletics","F"
"GER","F",26,"modern pentathlon","F"
"GER","F",21,"hockey","T"
"GER","F",31,"football","T"
"JAM","M",29,"athletics","F"
"JPN","F",27,"rugby sevens","F"
"SUI","F",24,"volleyball","F"
"NED","F",23,"athletics","F"
"CHN","F",24,"fencing","T"
"LTU","M",32,"basketball","F"
"BAH","F",23,"athletics","F"
"MAD","M",21,"aquatics","F"
"LIB","M",24,"aquatics","F"
"AUS","M",25,"cycling","F"
"USA","M",35,"aquatics","T"
"USA","M",30,"rowing","F"
"GAB","M",28,"taekwondo","F"
"VEN","M",23,"basketball","F"
"CAN","M",25,"athletics","F"
"FRA","M",31,"shooting","F"
"COL","M",18,"athletics","F"
"GRE","F",32,"athletics","F"
"CAN","F",26,"rowing","F"
"BUL","F",30,"shooting","F"
"SKN","M",28,"athletics","F"
"CAN","M",22,"judo","F"
"FRA","M",27,"basketball","F"
"CAN","M",25,"cycling","F"
"BDI","M",25,"athletics","F"
"BEL","M",28,"athletics","F"
"CAN","M",26,"judo","F"
"BDI","F",22,"judo","F"
"FRA","F",31,"athletics","F"
"RUS","M",29,"shooting","F"
"RUS","M",30,"fencing","F"
"GER","M",26,"rowing","F"
"RUS","M",19,"aquatics","T"
"SWE","M",31,"sailing","F"
"UZB","M",34,"gymnastics","F"
"DEN","M",22,"aquatics","F"
"SLO","M",40,"athletics","F"
"SVK","M",32,"athletics","F"
"ISL","M",23,"aquatics","F"
"BLR","M",32,"archery","F"
"BUL","M",29,"shooting","F"
"RUS","M",31,"cycling","F"
"SRI","M",31,"weightlifting","F"
"RUS","M",30,"rowing","F"
"ARG","F",28,"handball","F"
"ITA","F",25,"athletics","F"
"ITA","F",36,"volleyball","F"
"CAN","M",28,"hockey","F"
"ANG","F",34,"judo","F"
"FRA","M",30,"volleyball","F"
"ITA","M",29,"shooting","F"
"ESP","M",26,"athletics","F"
"RSA","M",26,"athletics","F"
"ESP","M",22,"aquatics","F"
"ESP","M",25,"archery","F"
"VEN","M",29,"fencing","F"
"MNE","M",34,"aquatics","F"
"CRO","M",30,"aquatics","T"
"USA","M",20,"boxing","F"
"CYP","M",24,"weightlifting","F"
"GBR","M",25,"boxing","F"
"HON","M",23,"football","F"
"CYP","F",24,"cycling","F"
"FIN","M",32,"athletics","F"
"NGR","M",33,"athletics","F"
"SRI","M",38,"athletics","F"
"IND","F",27,"hockey","F"
"TJK","M",29,"boxing","F"
"GBR","F",32,"athletics","T"
"SLO","M",22,"aquatics","F"
"RUS","M",30,"wrestling","F"
"FIJ","M",27,"rugby sevens","T"
"FIJ","F",25,"weightlifting","F"
"GRE","M",20,"aquatics","F"
"CYP","M",31,"athletics","F"
"USA","F",34,"volleyball","T"
"IND","F",23,"shooting","F"
"GER","M",24,"boxing","F"
"ARM","M",27,"weightlifting","F"
"ARM","M",25,"boxing","F"
"AUS","M",25,"hockey","F"
"ESP","F",34,"tennis","F"
"CHI","F",27,"sailing","F"
"TUR","M",22,"athletics","F"
"JPN","M",20,"boxing","F"
"CMR","F",29,"weightlifting","F"
"EST","M",28,"wrestling","F"
"NOR","M",34,"shooting","F"
"NOR","M",28,"rowing","T"
"MAW","M",21,"archery","F"
"FIN","M",29,"athletics","F"
"FIN","M",27,"aquatics","F"
"USA","F",17,"aquatics","T"
"CUB","F",21,"athletics","F"
"LAT","F",36,"athletics","F"
"PER","F",18,"gymnastics","F"
"USA","F",20,"athletics","F"
"CAN","F",32,"boxing","F"
"ITA","F",19,"aquatics","F"
"ITA","F",28,"fencing","F"
"ITA","F",27,"aquatics","T"
"SMR","F",38,"shooting","F"
"ITA","F",30,"equestrian","F"
"BAH","F",26,"aquatics","F"
"RUS","F",17,"aquatics","F"
"AUS","F",27,"tennis","F"
"BLR","F",18,"gymnastics","F"
"JPN","F",27,"volleyball","F"
"THA","F",21,"golf","F"
"LAO","M",25,"cycling","F"
"POL","M",26,"weightlifting","F"
"CUB","M",23,"boxing","T"
"CUB","F",24,"cycling","F"
"POL","F",23,"judo","F"
"COL","M",23,"football","F"
"KAZ","M",24,"weightlifting","F"
"USA","M",22,"athletics","T"
"BLR","M",22,"taekwondo","F"
"LTU","M",18,"rowing","F"
"FRA","M",34,"canoe","F"
"LAT","M",28,"athletics","F"
"IND","M",25,"athletics","F"
"AUS","M",30,"basketball","F"
"HUN","M",39,"sailing","F"
"ERI","M",18,"athletics","F"
"HUN","M",26,"fencing","T"
"KGZ","M",26,"wrestling","F"
"ARM","M",29,"wrestling","F"
"MRI","F",25,"aquatics","F"
"TKM","M",23,"boxing","F"
"UKR","M",31,"judo","F"
"RUS","M",28,"boxing","F"
"RUS","M",34,"volleyball","F"
"GER","M",26,"boxing","T"
"RUS","M",30,"rowing","F"
"UKR","M",36,"rowing","F"
"UKR","M",23,"badminton","F"
"RUS","M",26,"volleyball","F"
"ESP","F",22,"gymnastics","T"
"GER","M",30,"athletics","F"
"BRA","M",22,"rugby sevens","F"
"CAN","M",21,"boxing","F"
"IRL","M",25,"modern pentathlon","F"
"BRA","M",23,"gymnastics","T"
"BRA","M",26,"gymnastics","T"
"BEL","M",22,"hockey","T"
"BLR","M",25,"athletics","F"
"RUS","M",28,"fencing","T"
"ARM","M",25,"wrestling","T"
"POL","M",31,"athletics","F"
"ARM","M",24,"gymnastics","F"
"ARM","M",20,"boxing","F"
"POL","M",31,"athletics","F"
"LTU","M",24,"athletics","F"
"POL","M",26,"rowing","F"
"PER","M",26,"athletics","F"
"MEX","M",22,"football","F"
"VEN","M",25,"athletics","F"
"PAR","M",27,"rowing","F"
"LAT","M",24,"judo","F"
"LAT","M",24,"weightlifting","F"
"BEL","M",20,"canoe","F"
"KAZ","M",25,"cycling","F"
"NZL","M",27,"hockey","F"
"IRI","M",26,"cycling","F"
"IRI","M",17,"aquatics","F"
"BLR","M",30,"wrestling","F"
"JAM","M",34,"athletics","T"
"JPN","F",29,"basketball","F"
"JPN","F",29,"basketball","F"
"MAD","F",28,"judo","F"
"KEN","M",27,"athletics","F"
"ISL","F",31,"athletics","F"
"FIJ","F",20,"rugby sevens","F"
"RSA","M",24,"sailing","F"
"DEN","M",20,"football","F"
"AUS","F",24,"aquatics","F"
"GBR","F",26,"athletics","T"
"AUS","F",26,"cycling","F"
"AUS","F",25,"triathlon","F"
"USA","F",22,"aquatics","T"
"RSA","F",31,"cycling","F"
"GBR","F",25,"athletics","F"
"RSA","F",27,"golf","F"
"GBR","M",29,"hockey","F"
"IVB","F",25,"athletics","F"
"CAN","F",21,"football","T"
"GBR","M",27,"judo","F"
"USA","F",27,"canoe","F"
"USA","F",23,"athletics","T"
"CAN","F",29,"rugby sevens","T"
"AUS","F",23,"sailing","F"
"USA","F",31,"football","F"
"EGY","M",41,"volleyball","F"
"QAT","M",21,"athletics","F"
"CAN","M",23,"aquatics","F"
"USA","M",28,"athletics","T"
"CHN","M",31,"golf","F"
"IND","F",29,"athletics","F"
"IND","F",27,"badminton","F"
"JPN","M",23,"athletics","T"
"ETH","F",22,"athletics","F"
"KAZ","M",28,"wrestling","F"
"CUB","M",27,"judo","F"
"SRB","M",32,"athletics","F"
"HAI","M",38,"wrestling","F"
"TUR","F",23,"weightlifting","F"
"MAR","F",33,"judo","F"
"FRA","M",27,"equestrian","T"
"ESP","F",22,"basketball","T"
"SEN","F",35,"basketball","F"
"FRA","F",33,"fencing","F"
"SWE","M",26,"football","F"
"JPN","F",21,"gymnastics","F"
"KSA","M",28,"shooting","F"
"IND","M",24,"archery","F"
"TUN","M",28,"athletics","F"
"TUR","M",30,"sailing","F"
"PAN","F",27,"boxing","F"
"BRA","M",31,"fencing","F"
"JPN","M",22,"aquatics","F"
"JPN","M",23,"aquatics","F"
"THA","M",27,"shooting","F"
"HUN","M",29,"aquatics","F"
"HUN","M",30,"canoe","F"
"RSA","M",21,"football","F"
"JAM","M",28,"athletics","F"
"FRA","F",23,"sailing","F"
"FRA","F",29,"rugby sevens","F"
"FRA","F",27,"cycling","F"
"CAN","F",33,"aquatics","F"
"FRA","F",21,"triathlon","F"
"FRA","F",26,"judo","T"
"SIN","F",22,"sailing","F"
"SUI","M",23,"rowing","F"
"KEN","M",24,"rugby sevens","F"
"NZL","M",26,"rugby sevens","F"
"BRA","M",26,"athletics","F"
"BRA","M",25,"basketball","F"
"GBS","M",32,"wrestling","F"
"TLS","M",30,"athletics","F"
"BRA","M",28,"hockey","F"
"PUR","F",34,"volleyball","F"
"ROU","F",37,"handball","F"
"MRI","F",22,"athletics","F"
"FRA","F",26,"aquatics","F"
"FRA","F",23,"fencing","F"
"LTU","M",23,"rowing","F"
"LTU","M",25,"weightlifting","T"
"LTU","M",31,"canoe","T"
"CMR","F",26,"athletics","F"
"USA","M",24,"rowing","F"
"FRA","F",27,"judo","F"
"GEO","M",25,"judo","F"
"IND","M",24,"judo","F"
"SEN","F",16,"aquatics","F"
"FRA","M",26,"gymnastics","F"
"SWE","M",29,"athletics","F"
"ARG","M",23,"rugby sevens","F"
"ARG","M",20,"football","F"
"BEL","F",26,"athletics","F"
"JPN","F",30,"rugby sevens","F"
"SEN","F",33,"basketball","F"
"JPN","F",27,"hockey","F"
"JPN","F",27,"rugby sevens","F"
"JPN","F",26,"badminton","T"
"JPN","F",25,"rowing","F"
"JPN","F",27,"badminton","F"
"DJI","M",24,"athletics","F"
"UAE","F",24,"weightlifting","F"
"EGY","M",25,"fencing","F"
"TUN","M",33,"handball","F"
"TUN","M",26,"handball","F"
"ITA","F",20,"athletics","F"
"IND","F",24,"shooting","F"
"ALG","M",23,"football","F"
"MLI","M",34,"judo","F"
"TUR","F",23,"basketball","F"
"JPN","F",25,"athletics","F"
"IND","M",20,"athletics","F"
"SYR","M",28,"aquatics","F"
"ESP","F",29,"golf","F"
"ANG","F",26,"handball","F"
"MAR","M",32,"athletics","F"
"MAS","M",28,"cycling","T"
"EGY","M",25,"shooting","F"
"ESP","F",34,"athletics","F"
"TUN","F",26,"fencing","F"
"NOR","M",37,"archery","F"
"GER","F",28,"football","T"
"BOT","M",19,"athletics","F"
"GEO","M",23,"athletics","F"
"CHA","M",20,"athletics","F"
"EGY","M",30,"volleyball","F"
"SYR","F",22,"aquatics","F"
"ALG","M",25,"football","F"
"TUR","F",28,"basketball","F"
"UZB","M",22,"boxing","F"
"KAZ","M",24,"cycling","F"
"ESP","M",33,"aquatics","F"
"HUN","M",27,"athletics","F"
"HUN","M",26,"aquatics","F"
"HUN","M",29,"aquatics","F"
"HUN","M",33,"wrestling","F"
"HUN","M",19,"canoe","F"
"SEN","M",36,"taekwondo","F"
"RSA","F",26,"football","F"
"CHN","F",23,"cycling","F"
"OMA","M",28,"athletics","F"
"BRA","F",28,"football","F"
"BRA","F",30,"handball","F"
"HUN","F",30,"aquatics","F"
"ESP","F",24,"sailing","F"
"GER","F",34,"shooting","T"
"HUN","F",23,"athletics","F"
"CRO","F",22,"judo","F"
"USA","F",27,"athletics","F"
"ESP","F",33,"rugby sevens","F"
"CHI","F",29,"triathlon","F"
"BRA","F",29,"volleyball","T"
"HUN","F",26,"athletics","F"
"SVK","F",24,"table tennis","F"
"CZE","F",26,"volleyball","F"
"CZE","F",26,"modern pentathlon","F"
"SVK","F",19,"gymnastics","F"
"CZE","F",16,"aquatics","F"
"CZE","F",35,"athletics","T"
"CZE","F",30,"tennis","T"
"CZE","F",23,"aquatics","F"
"HUN","M",30,"judo","F"
"SUI","M",22,"rowing","F"
"DEN","M",22,"football","F"
"GBR","M",32,"hockey","F"
"NED","M",25,"gymnastics","F"
"POL","M",32,"weightlifting","F"
"POL","M",22,"volleyball","F"
"POL","M",37,"handball","F"
"POL","M",28,"volleyball","F"
"POL","M",24,"volleyball","F"
"NED","M",33,"fencing","F"
"IRQ","M",20,"football","F"
"BEL","M",27,"athletics","F"
"IRI","M",27,"wrestling","F"
"QAT","M",37,"handball","F"
"QAT","M",29,"equestrian","F"
"BEL","M",19,"aquatics","F"
"GER","M",35,"table tennis","T"
"FRA","M",27,"athletics","F"
"MGL","F",26,"wrestling","F"
"TUR","M",26,"boxing","F"
"NED","M",30,"cycling","F"
"KOR","M",22,"judo","T"
"ARG","M",21,"rugby sevens","F"
"ARG","M",21,"sailing","F"
"ECU","M",31,"cycling","F"
"ECU","M",34,"athletics","F"
"POL","F",31,"canoe","T"
"NAM","F",36,"athletics","F"
"AUT","F",28,"athletics","F"
"ITA","F",23,"cycling","F"
"ITA","F",25,"aquatics","F"
"KEN","F",25,"athletics","F"
"FRA","F",28,"handball","T"
"GHA","F",29,"athletics","F"
"COD","F",19,"athletics","F"
"BRA","F",23,"football","F"
"DOM","F",21,"weightlifting","F"
"BRA","F",28,"aquatics","F"
"ESP","F",50,"equestrian","F"
"BRA","F",30,"rugby sevens","F"
"ESP","F",21,"aquatics","F"
"ESP","F",34,"athletics","F"
"ESP","F",25,"hockey","F"
"USA","F",31,"football","F"
"KEN","M",26,"athletics","F"
"TUR","F",22,"wrestling","F"
"GBS","M",24,"wrestling","F"
"ESP","F",21,"hockey","F"
"CHI","F",24,"sailing","F"
"IRI","M",27,"weightlifting","F"
"GEO","M",21,"judo","F"
"MGL","M",24,"wrestling","F"
"TUR","M",34,"athletics","F"
"TUR","M",28,"judo","F"
"UZB","M",20,"boxing","T"
"UZB","M",26,"wrestling","F"
"HUN","M",28,"rowing","F"
"ARG","F",22,"athletics","F"
"ARG","F",31,"hockey","F"
"AUS","F",26,"aquatics","F"
"CAN","F",45,"equestrian","F"
"USA","M",28,"athletics","F"
"USA","M",24,"triathlon","F"
"GBR","M",33,"equestrian","F"
"USA","M",22,"rugby sevens","F"
"GBR","M",22,"aquatics","F"
"GBR","M",26,"sailing","F"
"CAN","M",28,"volleyball","F"
"NED","M",19,"aquatics","F"
"AUS","M",35,"athletics","F"
"NGR","M",28,"basketball","F"
"SUI","M",24,"equestrian","F"
"CIV","M",30,"athletics","F"
"HUN","M",26,"modern pentathlon","F"
"HUN","M",25,"aquatics","F"
"HUN","M",20,"athletics","F"
"HUN","M",23,"rowing","F"
"FIN","M",25,"table tennis","F"
"GEO","M",31,"athletics","F"
"FRA","M",21,"aquatics","F"
"HUN","M",24,"canoe","F"
"FRA","M",29,"athletics","F"
"FRA","M",32,"weightlifting","F"
"GEQ","M",27,"athletics","F"
"USA","M",26,"wrestling","F"
"GBR","M",24,"judo","F"
"SUI","M",21,"gymnastics","F"
"HUN","M",20,"aquatics","F"
"CHI","M",24,"sailing","F"
"USA","M",19,"aquatics","F"
"PAR","M",30,"aquatics","F"
"UGA","M",27,"athletics","F"
"FRA","M",29,"rowing","F"
"CAN","M",29,"hockey","F"
"SLO","M",29,"canoe","F"
"GUM","M",21,"aquatics","F"
"SUI","M",34,"fencing","F"
"CAN","M",23,"athletics","F"
"FRA","M",27,"volleyball","F"
"HUN","M",21,"sailing","F"
"ASA","M",31,"judo","F"
"AUS","M",34,"athletics","F"
"ZAM","M",24,"boxing","F"
"FRA","M",27,"tennis","F"
"KEN","M",31,"boxing","F"
"BRN","M",32,"athletics","F"
"KAZ","M",30,"boxing","F"
"AUT","F",24,"judo","F"
"MEX","F",48,"equestrian","F"
"ROU","F",21,"table tennis","F"
"USA","M",42,"athletics","F"
"FRA","M",26,"weightlifting","F"
"COL","M",22,"athletics","F"
"CHI","M",30,"rowing","F"
"BRA","M",23,"archery","F"
"BRA","M",23,"aquatics","F"
"BRA","M",27,"aquatics","F"
"AUT","M",31,"golf","F"
"AUT","M",26,"rowing","F"
"ESP","F",28,"sailing","F"
"ESP","F",24,"hockey","F"
"ESP","F",34,"rugby sevens","F"
"CMR","F",24,"volleyball","F"
"QAT","M",35,"handball","F"
"FRA","F",21,"aquatics","F"
"RUS","M",30,"judo","T"
"ETH","F",20,"athletics","F"
"GBR","F",25,"athletics","F"
"USA","F",31,"tennis","T"
"UAE","F",25,"athletics","F"
"NZL","F",26,"football","F"
"KEN","F",28,"athletics","F"
"GER","F",33,"athletics","F"
"VEN","F",25,"wrestling","F"
"PUR","F",29,"athletics","F"
"CAN","F",24,"rugby sevens","T"
"AUS","F",26,"aquatics","F"
"ROU","F",22,"athletics","F"
"BAH","F",28,"athletics","F"
"GBR","F",25,"taekwondo","T"
"GBR","F",23,"athletics","F"
"SRB","F",22,"volleyball","T"
"CHN","M",26,"badminton","F"
"CHA","F",28,"athletics","F"
"KEN","M",29,"rugby sevens","F"
"ALG","M",23,"athletics","F"
"TUN","M",24,"boxing","F"
"MNE","F",28,"handball","F"
"NED","M",28,"hockey","F"
"FRA","M",35,"sailing","F"
"KEN","M",23,"rugby sevens","F"
"BDI","M",20,"aquatics","F"
"RUS","M",29,"wrestling","F"
"CHN","M",28,"athletics","T"
"CHN","F",22,"athletics","F"
"CHN","M",22,"boxing","F"
"CHN","M",27,"wrestling","F"
"CHN","F",27,"shooting","T"
"CHN","M",27,"athletics","F"
"SEN","F",32,"basketball","F"
"CHN","M",39,"shooting","F"
"AUT","F",29,"aquatics","F"
"GER","F",32,"badminton","F"
"BRN","M",20,"athletics","F"
"TUR","F",32,"basketball","F"
"KAZ","M",32,"boxing","F"
"GER","M",24,"aquatics","F"
"NED","M",30,"rowing","F"
"DEN","M",21,"football","F"
"ESP","M",29,"aquatics","F"
"CAN","M",28,"volleyball","F"
"AUS","F",25,"aquatics","F"
"NZL","M",27,"hockey","F"
"NZL","M",26,"hockey","F"
"NZL","M",27,"sailing","T"
"AUS","M",24,"shooting","F"
"AUS","M",25,"gymnastics","F"
"AUS","M",20,"hockey","F"
"USA","M",21,"aquatics","T"
"FRA","F",28,"handball","F"
"CRO","F",33,"athletics","T"
"SLO","M",22,"handball","F"
"SLO","M",20,"handball","F"
"NGR","F",27,"wrestling","F"
"NGR","F",28,"athletics","F"
"CHN","M",23,"aquatics","F"
"NED","M",32,"rowing","T"
"NED","M",28,"hockey","F"
"KOR","F",28,"archery","T"
"SRB","F",26,"shooting","F"
"USA","M",33,"cycling","F"
"UZB","M",26,"athletics","F"
"NGR","M",36,"table tennis","F"
"AUS","M",22,"cycling","F"
"THA","M",26,"badminton","F"
"CMR","F",24,"volleyball","F"
"VAN","M",21,"boxing","F"
"SRB","M",24,"basketball","T"
"UKR","M",36,"fencing","F"
"HUN","F",23,"aquatics","T"
"POL","F",33,"fencing","F"
"UKR","M",27,"athletics","T"
"BOT","M",21,"athletics","F"
"CRO","M",27,"basketball","F"
"SLO","M",35,"table tennis","F"
"MNE","F",37,"handball","F"
"SRB","F",28,"volleyball","T"
"CHN","M",20,"athletics","F"
"KOR","F",25,"judo","T"
"IND","F",31,"archery","F"
"KOR","F",31,"hockey","F"
"KOR","M",23,"archery","T"
"KOR","M",27,"fencing","F"
"KEN","M",24,"athletics","T"
"THA","M",34,"badminton","F"
"THA","M",35,"athletics","F"
"USA","M",41,"sailing","F"
"SVK","M",19,"archery","F"
"USA","M",24,"athletics","F"
"FRA","M",34,"basketball","F"
"AZE","M",24,"aquatics","F"
"AZE","M",20,"rowing","F"
"BUL","M",27,"wrestling","F"
"ESP","M",34,"equestrian","F"
"QAT","M",35,"handball","F"
"ESP","M",32,"athletics","F"
"CRO","M",20,"tennis","F"
"UKR","M",25,"sailing","F"
"ESP","M",29,"hockey","F"
"SLO","M",44,"shooting","F"
"ALG","F",16,"weightlifting","F"
"NED","M",27,"rowing","T"
"DJI","M",21,"aquatics","F"
"USA","M",37,"equestrian","F"
"CRO","M",28,"wrestling","F"
"NZL","M",21,"aquatics","F"
"USA","M",23,"athletics","F"
"RSA","M",25,"aquatics","F"
"NZL","M",33,"hockey","F"
"MRI","M",25,"aquatics","F"
"GBR","M",36,"cycling","T"
"USA","M",28,"archery","T"
"MAR","M",26,"athletics","F"
"ARG","M",23,"athletics","F"
"GRN","M",24,"athletics","F"
"BRA","F",28,"aquatics","F"
"BIZ","M",29,"athletics","F"
"CAN","M",22,"athletics","F"
"SAM","M",18,"aquatics","F"
"AUS","M",23,"athletics","F"
"RSA","M",23,"golf","F"
"VIN","M",21,"athletics","F"
"BRA","M",19,"aquatics","F"
"SRB","M",31,"aquatics","T"
"SRB","F",25,"volleyball","T"
"MAW","M",21,"aquatics","F"
